id,related_scenes,question,answer,related_context,question_type,question_source
1,"43、INT VERONA'S CRIB, SAME TIME",What does Verona exclaim about the other character?,She says they're supposed to be dead.,You're supposed to be dead!!!,Character Understanding,broad_coverage_scene
2,"44、EXT ALLEY, SAME TIME",What caused CHEV to comment on the necklace?,He spotted the medallion and yanked it off,CHEV spots a necklace... yanks it off. ... CHEV (CONT'D) A necklace...,Causal-Motivational Reasoning,broad_coverage_scene
3,"20、INT CHEV'S CAR, MOMENTS LATER","In [20、INT CHEV'S CAR, MOMENTS LATER], What is Chev's emotional state during the chase?",Stressed and anxious,"sweating hard, panting with adrenaline, driving erratically",Character Understanding,broad_coverage_scene
4,"11、EXT CHEV'S AUDI, SAME TIME","In [11、EXT CHEV'S AUDI, SAME TIME], What is CHEV's behavioral state?",Pounding his head against the steering wheel,CHEV begins to POUND HIS HEAD against the steering wheel,Character Understanding,broad_coverage_scene
5,"2、INT CHEV'S BEDROOM, MORNING",When is CHEV's face revealed?,At the end of the continuous POV shot,"This scene plays out as a continuous POV shot, right up until CHEV's face is revealed for the first time.",Temporal Reasoning,broad_coverage_scene
6,"9、INT CHEV'S AUDI, MOMENTS LATER",What does 'HEARTBEAT' refer to in the passage?,The sound and visual of the character's heart.,The ever-present HEARTBEAT is pounding.,Scene Grounding,broad_coverage_scene
7,"53、INT STAIRWELL, MOMENTS LATER",What causes the COPS to start chasing CHEV?,His presence in the stairwell with a gun,CHEV busts into the stairwell and starts heading down. He's been holding his gun awkwardly... A few flights above he hears the door bang open as the COPS pick up the chase.,Causal-Motivational Reasoning,broad_coverage_scene
8,37、EXT. CITY STREET - DAY,Why does HEV pull KAYLO around the corner?,To keep him out of sight of the restaurant,out of sight of the restaurant,Causal-Motivational Reasoning,broad_coverage_scene
9,"64、EXT RESTAURANT, MOMENTS LATER",What actions does Chev perform after coming to his senses?,"Shakes off debris, struggles to his feet, and clicks to answer the phone","He shakes off the debris, struggles to his feet and clicks to answer the phone.",Scene Grounding,broad_coverage_scene
10,"33、INT CAB, MOMENTS LATER",What is causing CHEV's condition?,The inhibitor introduced into his system blocks ephedrine receptors.,it blocks the receptors so your body's ephedrine can't bind ... and that's what's killing you.,Causal-Motivational Reasoning,broad_coverage_scene
11,"14、INT CHOCOLATE'S APARTMENT, SIMULTANEOUS","In [14、INT CHOCOLATE'S APARTMENT, SIMULTANEOUS], What is Chev Chelios's emotional state when he speaks to Chocolate?",Exasperated,CHEV (exasperated),Character Understanding,broad_coverage_scene
12,"40、EXT ALLEY, SAME TIME",Why did Chev use Alex's finger to pull the trigger?,Because the gun failed to fire twice,CHEV pulls the trigger twice. CLICK. CLICK. ... He uses ALEX'S finger to pull the trigger twice,Causal-Motivational Reasoning,broad_coverage_scene
13,"41、INT VERONA'S CRIB, SAME TIME",Why does Chev say Verona should've cut him up?,Because Verona failed to act when he had the chance.,CHEV (CONT'D) I can tell you have it all figured out. Looks like you should've cut me up when you had the chance.,Causal-Motivational Reasoning,broad_coverage_scene
14,"41、INT VERONA'S CRIB, SAME TIME",Why is Verona furious?,Because Chev revealed he has his brother's cell phone.,"CHEV That's right, bro. You wanna guess how I got your brother's cell phone?",Causal-Motivational Reasoning,broad_coverage_scene
15,"39、INT CHARLIE O'S KITCHEN, SAME TIME",Why was Alex not cautious when entering the kitchen?,Because everyone had been afraid of him all his life.,everyone's been afraid of the big man all his life,Causal-Motivational Reasoning,broad_coverage_scene
16,"32、EXT STREET, IN FRONT OF CARLITO'S BUILDING, MOMENTS LATER","In [32、EXT STREET, IN FRONT OF CARLITO'S BUILDING, MOMENTS LATER], What is CHEV's emotional state when he confronts the cabbie?",Aggressive and agitated,FLASHING MURDEROUS TEETH and hopping up and down to keep the heart pounding,Character Understanding,broad_coverage_scene
17,"19、EXT OUTSIDE THE BLACK SABBATH CLUBHOUSE, MOMENTS LATER","In [19、EXT OUTSIDE THE BLACK SABBATH CLUBHOUSE, MOMENTS LATER], What physical condition does Chev experience during his escape?",Heart pounding like a jackhammer,HEART POUNDING LIKE A JACKHAMMER,Character Understanding,broad_coverage_scene
18,"19、EXT OUTSIDE THE BLACK SABBATH CLUBHOUSE, MOMENTS LATER","In [19、EXT OUTSIDE THE BLACK SABBATH CLUBHOUSE, MOMENTS LATER], What is Chev's emotional state as he flees the building?",Laughing maniacally,LAUGHING MANIACALLY,Character Understanding,broad_coverage_scene
19,"34、INT LAS VEGAS INTERNATIONAL AIRPORT, SAME TIME",Why does Doc Miles advise increasing ephedrine?,To force out the inhibitors,Your only shot is to massively increase the level of ephedrine in your body ... to force out the inhibitors ...,Causal-Motivational Reasoning,broad_coverage_scene
20,23、INT. FOX HILLS MALL - DAY,"In [23、INT. FOX HILLS MALL - DAY], What is CHEV's physical condition?","Exerting himself, on cocaine, and experiencing distress.","huffing it, veins start to rust, a couple grams of coke",Character Understanding,broad_coverage_scene
21,"24、INT CLOTHING STORE, CONTINUOUS","In [24、INT CLOTHING STORE, CONTINUOUS], What is the man's behavioral state during the escape?","Bolting, running, and attempting to find an exit",He bolts to the back... RUNS THEM BOTH OVER... heads to the exit,Character Understanding,broad_coverage_scene
22,"43、INT VERONA'S CRIB, SAME TIME",What does Hev say about the 'shit' he received?,He says he likes it and asks for more.,"You know, man, I kind of like that shit you put in me. Think you can get me some more?",Character Understanding,broad_coverage_scene
23,"51、INT HOSPITAL ROOM, MOMENTS LATER",What does CHEV believe about the OLD MAN's state?,CHEV can't tell if he's asleep or awake,CHEV can't tell if he's asleep or awake,Character Understanding,broad_coverage_scene
24,27、EXT. CITY STREET - DAY,"In [27、EXT. CITY STREET - DAY], What behavioral action does CHEV exhibit when the music plays?",He starts to embarrassingly bang his head.,CHEV starts to embarrassingly bang his head to the Billy Ray...,Character Understanding,broad_coverage_scene
25,"21、EXT LAS VEGAS AIRPORT, SIMULTANEOUS","In [21、EXT LAS VEGAS AIRPORT, SIMULTANEOUS], What does Chev say about his current physical state?",Feeling pretty good despite the poisoning,Actually I'm feeling pretty good right now.,Character Understanding,broad_coverage_scene
26,"28、EXT 7-11 STREET, SECONDS LATER","In [28、EXT 7-11 STREET, SECONDS LATER], What is CHEV's behavioral state when entering the 7-11?",Pulling his gun from his pants,We see him pull his gun from his pants as he enters.,Character Understanding,broad_coverage_scene
27,"63、EXT ROAD, MONTAGE, 30 SECONDS LATER",What happens to CHEV after he crashes into the restaurant?,"He flips through the air, lands in overturned tables, and a table spins like a coin at his feet.",CHEV flips through the air and lands in a cacophony of overturned tables and busted dishes. A table spins like a coin at his feet,Scene Grounding,broad_coverage_scene
28,"54、INT EMERGENCY ROOM, MOMENTS LATER",What does CHEV demand from the RESIDENT?,He demands epinephrine from the cart.,You've got epinephrine on this cart! I want that shit!,Character Understanding,broad_coverage_scene
29,"35、INT CAB, SAME TIME",Why does Chev tell Kaylo to meet him at 3rd and Flower?,Because Kaylo informed him that Verona's brother entered Charlie O's.,KAYLO (O.S.) 'I just saw Verona's brother going into Charlie O's.' CHEV (O.S.) 'I'm there. Meet me on 3rd and Flower.',Causal-Motivational Reasoning,broad_coverage_scene
30,"38、INT CHARLIE O'S, SAME TIME",Why did the maître d' have the phone ready to dial the cops?,Chev's erratic entrance caused nervousness.,"CHEV... enters the restaurant. Everyone turns to look at the crazy man, nervously. ... MAIRTRE'D has the phone in his hands, ready to dial the cops.",Causal-Motivational Reasoning,broad_coverage_scene
31,"22、INT. FOX HILLS MALL, CONTINUOUS",What does Doc Miles say about stopping?,"If you stop, you die.","DOC MILES (CONT'D) Meaning: if you stop, you die. CHEV What's that? DOC MILES If you stop, you die.",Character Understanding,broad_coverage_scene
32,"55、INT ELEVATOR, GOING DOWN, MOMENTS LATER",What question does CHEV ask after taking the drug?,How much of this stuff did he say to take?,CHEV How much of this stuff did he say to take?,Character Understanding,broad_coverage_scene
33,"49、INT HOSPITAL PHARMACY, MOMENTS LATER",Why did CHEV purchase the nasal spray?,"Because it contains epinephrine, as suggested by the teenager",TEENAGER... 'It's got epinephrine in it... CHEV picks up a handful of the little spray bottles,Causal-Motivational Reasoning,broad_coverage_scene
34,"21、EXT LAS VEGAS AIRPORT, SIMULTANEOUS","In [21、EXT LAS VEGAS AIRPORT, SIMULTANEOUS], What is Chev's physical condition according to his own statement?",Been poisoned with a Chinese synthetic substance,I've been poisoned with some kind of Chinese synthetic shit.,Character Understanding,broad_coverage_scene
35,"18、INT. BLACK SABBATH CLUBHOUSE, CONTINUOUS | 35、INT CAB, SAME TIME | 46、EXT - ALLEY, SAME TIME",What happens after Chev warns Kaylo to leave the area?,"Chev runs off without waiting, and Kaylo drops the severed hand and sprints in the opposite direction.","Without waiting, Chev turns and runs off. Kaylo looks around, drops the hand, and sprints in the opposite direction.",Temporal Reasoning,broad_coverage_event_chain
36,"24、INT CLOTHING STORE, CONTINUOUS | 46、EXT - ALLEY, SAME TIME",What does Kaylo do immediately after Chev leaves and the sirens are heard?,"Kaylo looks around, drops the severed hand, and sprints in the opposite direction.","After Chev walks away and disappears, sirens wail in the distance. Kaylo looks around, then throws down the severed hand. He turns and sprints in the opposite direction.",Temporal Reasoning,broad_coverage_event_chain
37,"35、INT CAB, SAME TIME | 46、EXT - ALLEY, SAME TIME",When does Kaylo drop the severed hand?,"Kaylo drops the severed hand after Chev walks away and disappears, when he hears sirens wailing in the distance.","After Chev walks away and disappears, sirens wail in the distance. Kaylo looks around, then throws down the severed hand.",Temporal Reasoning,broad_coverage_event_chain
38,"39、INT CHARLIE O'S KITCHEN, SAME TIME | 46、EXT - ALLEY, SAME TIME",What does Chev state to Kaylo before leaving?,Chev states that he is leaving and warns Kaylo to get out of the area.,"Chev snaps out of his daze, mutters to himself, then tells Kaylo he's leaving. He warns Kaylo to get out of the area.",Character Understanding,broad_coverage_event_chain
