id,related_scenes,question,answer,related_context,question_type,question_source
1,场44，夜，铁道涵洞,"在[场44，夜，铁道涵洞]中, 阿信在涵洞内的状态如何？",脸上带着新的伤痕，刚经过一场恶战,△阿信脸上带着新的伤痕，看得出来刚经过一场恶战,Character Understanding,broad_coverage_scene
2,场64，夜，阿信家,"在[场64，夜，阿信家]中, 阿信的身体状态如何？",浑身是伤，小腿伤口流血,阿信脱去上衣，浑身是伤，小腿伤口流着血。,Character Understanding,broad_coverage_scene
3,场61，夜，庙口小树家面摊,"在[场61，夜，庙口小树家面摊]中, 菜甫在被木瓜踹倒后处于什么状态？",愤怒但被迫忍耐,菜甫忍着气，勉强陪笑,Character Understanding,broad_coverage_scene
4,场40，日，水闸门／电话秘书办公室,眷村帮为何停止攻击？,菜甫谎称警察来了。,△菜甫：（指着眷村帮后方大喊）警察来了！,Causal-Motivational Reasoning,broad_coverage_scene
5,场89，夜，旺来海产店外街道,菜甫说了什么？,对不起，我不配当你的兄弟。,菜甫（V.O.）：对不起，我不配当你的兄弟。,Character Understanding,broad_coverage_scene
6,场37，日，铁路平交道,阿信在一年后是什么状态？,梳着高高的浪子头，杀气腾腾，骑着改装机车。,△一年后的阿信，梳着高高的浪子头，杀气腾腾，骑着改装的「名流100」机车。,Temporal Reasoning,broad_coverage_scene
7,场36，日，教练办公室,阿信的妈妈为何要求他放弃体操？,认为体操无法养活且需回家经营生意,妈妈：你练这个要干么？练这就会饱吗？你几岁啊？你有想过自己以后干么吗？不要练了，跟我回家卖水果。,Causal-Motivational Reasoning,broad_coverage_scene
8,场36，日，教练办公室,黄教练为何将阿信从比赛名单中移除？,因阿信左腿不稳导致跳马失误,△黄教练望着阿信再次冲向跳马台，落地时又因左腿不稳而移动了身体。,Causal-Motivational Reasoning,broad_coverage_scene
9,场64，夜，阿信家,"在[场64，夜，阿信家]中, 菜甫此时的情绪状态是什么？",因为害怕流泪不止,阿信将菜甫扔到椅子上，菜甫因为害怕流泪不止。,Character Understanding,broad_coverage_scene
10,场87，夜，屋顶,菜甫承认了什么？,人是我杀的。,菜甫：可是人是我杀的……。（国语）,Character Understanding,broad_coverage_scene
11,场59，夜，舞厅,"在[场59，夜，舞厅]中, 阿信在跳舞前的情绪状态如何？",犹豫,阿信犹豫,Character Understanding,broad_coverage_scene
12,场32，日，体操馆内跳马区,阿信为什么在跳马上空翻转时跌倒？,因为左腿没站稳导致失去平衡,△此时的阿信身材精壮结实，正在跳马上空翻转，准备落地，却因左腿没站稳，失去平衡。,Causal-Motivational Reasoning,broad_coverage_scene
13,场28，日，县立体育舘,为什么黄教练需要替换跳马选手？,小小树在跳马时扭伤脚。,不料小小树再度跳离跳马时，竟在落地时扭伤脚。,Causal-Motivational Reasoning,broad_coverage_scene
14,场1，夜，体操馆内,"在[场1，夜，体操馆内]中, 阿信在事故中的身体状态如何？",头部流血，双眼圆睁，趴倒在地,阿信趴倒在地板上，双眼圆睁，头部缓缓流出鲜血,Character Understanding,broad_coverage_scene
15,场4，日，庙会戏台前,"在[场4，日，庙会戏台前]中, 阿公在观看表演时的情绪如何？",乐不可支,阿公乐不可支,Character Understanding,broad_coverage_scene
16,场58，日，铁道涵洞口,"在[场58，日，铁道涵洞口]中, 菜甫为何突然变脸？",安非他命使他易怒。,△菜甫闻言变脸，因为安非他命使他变得易怒。,Character Understanding,broad_coverage_scene
17,场3，夜，医院病房内,小贤为什么担心阿信？,因为阿信头部受伤昏迷,△阿信头部已包扎毕，昏迷。△小贤在病床旁整理着阿信的小背包，担心着望着他。,Causal-Motivational Reasoning,broad_coverage_scene
18,场32，日，体操馆内跳马区,黄教练为什么批评小树？,因为小树在动作漂亮后仍然冷漠不笑,黄教练：小树，动作很漂亮！但是……你可不可以笑一点啊！裁判又没有欠你钱……,Causal-Motivational Reasoning,broad_coverage_scene
19,场66，清晨，阿信家,"在[场66，清晨，阿信家]中, 阿信在门口时的情绪状态如何？",不舍,阿信不舍地停下脚步,Character Understanding,broad_coverage_scene
20,场5，日，水果摊外,小阿信如何打翻苹果箱？,翻身入镜撞倒一整箱苹果,小阿信翻身入镜，撞倒一整箱苹果,Scene Grounding,broad_coverage_scene
